id,trade_date,setup_name,direction,grade,score,ts_et,spot,charm_limit_entry,abs_es_price,lis,target,Column1,max_plus_gex,max_minus_gex,gap_to_lis,paradigm,vix,overvix,greek_alignment,spot_vol_beta,outcome_result,outcome_pnl,outcome_max_profit,outcome_max_loss,outcome_elapsed_min,outcome_first_event,outcome_target_level,outcome_stop_level,bofa_stop_level,bofa_target_level,abs_vol_ratio,vanna_all,vanna_weekly,vanna_monthly,comments
533,05-03-2026,Skew Charm,short,C,43,14:39.0,6800.47,,,,6790.47,10,,,,BOFA-PURE,24.43,,-1,2.49,LOSS,-20,0.68,-21.7,36,stop,,6820.47,,,,3996135242,9350303.21,2320148218,
530,05-03-2026,ES Absorption,bullish,C,31.9,14:47.3,6800.47,,6801,6744,,6800.47,6880,6800,4.47,BOFA-PURE,24.43,,3,,WIN,6,10,-4,8,target,,6812,,,2,3989676842,-4396327.12,2179391239,"Pattern: Sell Exhaustion (T2) | Swings: L@6787.50 → L@6783.75 | CVD z: 0.89 | Price: 1.2x ATR | Rejected: Zone Buy Absorption (T1, score=100.0) | Resolution: tier_priority | 1 bull / 1 bear divs | DD: $-3,171,088,795 | Lookback: swing (117 tracked)"
534,05-03-2026,ES Absorption,bearish,C,29.3,29:05.5,6813.83,,6811.25,6812,6793,20.83,6850,6800,13.83,AG-LIS,23.79,,-1,,LOSS,-12,8.75,-13.5,29,stop,,6834,,,1.5,4057141401,-2231566.02,2346046329,"Pattern: Buy Exhaustion (T2) | Swings: H@6812.25 → H@6813.00 | CVD z: 1.33 | Price: 0.2x ATR | Rejected: Sell Absorption (T1, score=12.0) | Resolution: tier_priority | 1 bull / 1 bear divs | DD: $1,992,996,951 | Lookback: swing (121 tracked)"
535,05-03-2026,AG Short,short,A,75,37:41.4,6815.92,,,6815,6794,21.92,6850,6800,0.08,AG-LIS,23.65,,-1,1.92,EXPIRED,-14.3,3.98,-15.16,24,timeout,,6832.84,,,,4086850481,23749761.39,2476768314,
536,05-03-2026,ES Absorption,bearish,A+,76.8,43:38.5,6813.29,,6825.5,6816,6794,19.29,6905,6800,4.71,AG-LIS,23.67,,-1,,EXPIRED,-9.5,7.25,-10,19,timeout,,6837.5,,,1.8,4081657888,42748812.42,2534297282,"Pattern: Buy Exhaustion (T2) | Swings: H@6813.00 → H@6826.25 | CVD z: 1.67 | Price: 4.0x ATR | Rejected: Sell Absorption (T1, score=100.0) | Resolution: tier_priority | 2 bull / 2 bear divs | DD: $2,641,095,126 | Lookback: swing (123 tracked)"
537,05-03-2026,Skew Charm,short,LOG,15,44:40.3,6812.01,,,,6802.01,10,,,,AG-LIS,23.79,,-1,1.61,EXPIRED,-15.2,3.15,-15.99,12,timeout,,6832.01,,,,4075698338,30601096.32,2548528193,
538,05-03-2026,ES Absorption,bearish,A,72.6,54:31.1,6824.3,,6825.75,6820,6812,12.3,6905,6820,4.3,AG-LIS,23.4,,-1,,EXPIRED,-1,3.25,-1.5,2,timeout,,6846,,,1.7,4047370267,730784.31,2462292714,"Pattern: Buy Exhaustion (T2) | Swings: H@6813.00 → H@6826.25 | CVD z: 1.34 | Price: 3.9x ATR | Rejected: Sell Absorption (T1, score=100.0) | Resolution: tier_priority | 2 bull / 3 bear divs | DD: $-123,089,473 | Lookback: swing (125 tracked)"
539,05-03-2026,ES Absorption,bullish,B,48.2,55:58.7,6827.57,,6830.75,6823,6811,16.57,6925,6820,4.57,AG-LIS,23.36,,1,,EXPIRED,4.2,1.5,0,1,timeout,,6818.75,,,1.9,3979342306,-21795136.62,2572903450,"Pattern: Sell Absorption (T1) | Swings: L@6805.00 → L@6813.25 | CVD z: 2.92 | Price: 2.3x ATR | Rejected: Zone Buy Absorption (T1, score=97.3) | Resolution: score_tiebreak | 2 bull / 4 bear divs | DD: $1,978,524,925 | Lookback: swing (127 tracked)"
540,06-03-2026,Skew Charm,short,A,78,46:39.0,6721.58,,,,6711.58,10,,,,SIDIAL-MESSY,28.08,,-1,3.28,WIN,6,10.02,-10.01,13,target,,6719.5601,,,,4509962898,72557103.58,1634784112,
541,06-03-2026,AG Short,short,A,85,49:13.9,6720.99,,,6725,6521,199.99,6805,6700,4.01,AG-TARGET,28.18,,-1,3.11,LOSS,-20,4.69,-22.38,11,stop,,6736.25,,,,4495074290,57370625.23,1615079337,
542,06-03-2026,AG Short,short,A,85,57:44.1,6719.36,,,6724,6520,199.36,6805,6700,4.64,AG-TARGET,28.01,,-1,2.83,LOSS,-20,5.37,-21.7,3,stop,,6736.93,,,,4467561161,55691825.77,1619719925,
543,06-03-2026,ES Absorption,bullish,B,38.2,03:48.2,6737.08,,6744.25,6724,6520,217.08,6830,6700,10.08,AG-TARGET,26.83,,1,,LOSS,-12,3.75,-15.25,5,stop,,6733,,,1.7,4422853368,54457893.41,1517287326,"Pattern: Sell Exhaustion (T2) | Swings: L@6722.50 → L@6715.75 | CVD z: 5.75 | Price: 1.9x ATR | Rejected: Buy Absorption (T1, score=92.9) | Resolution: tier_priority | 1 bull / 2 bear divs | DD: $2,772,149,223 | Lookback: swing (81 tracked)"
544,06-03-2026,DD Exhaustion,short,A,71,04:09.1,6737.27,,,,,6737.27,,,,AG-TARGET,26.76,,-1,2.8,WIN,-1,15.18,-13.17,18,target,,6749.27,,,,4420931477,71817171.62,1716332623,
545,06-03-2026,ES Absorption,bullish,A,55,10:55.1,6725.1,,6741.75,6719,,6725.1,6830,6700,6.1,SIDIAL-MESSY,27.48,,1,,WIN,6,10,-0.25,0,target,,6728.25,,,2.5,4508265430,76462262.39,1803350392,"Pattern: Sell Exhaustion (T2) | Swings: L@6722.50 → L@6715.75 | CVD z: 5.51 | Price: 2.1x ATR | Resolution: single_direction | 2 bull / 0 bear divs | DD: $2,465,569,660 | Lookback: swing (86 tracked)"
547,06-03-2026,Skew Charm,short,A,78,17:08.7,6742.35,,,,6732.35,10,,,,AG-TARGET,26.53,,-1,2.48,LOSS,-20,-0.78,-20.2,14,stop,,6762.35,,,,4494975290,71190370,1782938874,
546,06-03-2026,ES Absorption,bullish,C,21,20:15.2,6747.64,,6745,6728,,6747.64,6830,6700,20.64,SIDIAL-MESSY,26.36,,1,,WIN,7.8,13.5,-5.75,11,target,,6761,,,1.9,4548945674,69443170.58,1802401311,"Pattern: Sell Exhaustion (T2) | Swings: L@6722.50 → L@6715.75 | CVD z: 4.79 | Price: 1.9x ATR | Resolution: single_direction | 3 bull / 0 bear divs | DD: $2,909,909,784 | Lookback: swing (88 tracked)"
548,06-03-2026,ES Absorption,bullish,C,33.1,27:42.6,6754.94,,6758,6727,,6754.94,6830,6700,26.94,SIDIAL-MESSY,26.01,,1,,WIN,7.5,13,-2.25,3,target,,6761,,,1.4,4538752589,83849997.34,1935546426,"Pattern: Sell Exhaustion (T2) | Swings: L@6739.25 → L@6738.25 | CVD z: 2.60 | Price: 0.3x ATR | Resolution: single_direction | 1 bull / 0 bear divs | DD: $4,849,843,866 | Lookback: swing (92 tracked)"
549,06-03-2026,ES Absorption,bearish,B,43.2,35:58.7,6765.15,,6772,6731,,6765.15,6855,6800,34.15,SIDIAL-MESSY,25.79,,-1,,WIN,6.4,10.75,-6,7,target,,6769.25,,,1.5,4551512527,97211267.92,2058698834,"Pattern: Zone Buy Absorption (T1) | Zone: 6765.50 → bar #416 (198 bars) | CVD: -3,689 → +5,666 (z=31.12) | Resolution: single_direction | 0 bull / 1 bear divs | DD: $1,790,140,296 | Lookback: zone-revisit"
550,06-03-2026,DD Exhaustion,short,A-Entry,54,39:08.3,6771.01,,,,,6771.01,,,,SIDIAL-MESSY,25.44,,-1,1.23,WIN,18.4,31.76,-0.72,16,target,,6744.25,,,,4553705633,96645546.41,2180324819,
551,06-03-2026,Skew Charm,short,A,78,50:08.4,6751.02,,,,6741.02,10,,,,SIDIAL-MESSY,26.33,,-1,1.35,WIN,6.9,11.77,-8.39,5,target,,6747.25,,,,4699536820,96112096.28,2234973545,
552,06-03-2026,ES Absorption,bearish,C,30.9,09:17.5,6763.74,,6770.5,6733,,6763.74,6855,6800,15.74,SIDIAL-MESSY,25.78,,-1,,WIN,6.2,10.5,-5.25,12,target,,6764,,,2.1,4603736289,92590746.28,2196879284,"Pattern: Buy Absorption (T1) | Swings: H@6778.00 → H@6773.00 | CVD z: 1.71 | Price: 1.4x ATR | Resolution: single_direction | 0 bull / 1 bear divs | DD: $1,828,024,823 | Lookback: swing (99 tracked)"
553,06-03-2026,DD Exhaustion,short,A-Entry,54,13:38.3,6757.69,,,,,6757.69,,,,SIDIAL-MESSY,26.04,,-1,1.23,LOSS,-12,9.61,-14.86,38,stop,,6769.69,,,,4623305115,101156396.5,2161386804,
554,06-03-2026,ES Absorption,bearish,A,58.2,23:01.3,6752.42,,6759.75,6749,,6752.42,6855,6800,13.58,SIDIAL-MESSY,26.17,,-1,,LOSS,-12,7,-14,32,stop,,6771.75,,,2,4623305115,101156396.5,2161386804,"Pattern: Zone Buy Absorption (T1) | Zone: 6756.25 → bar #454 (18 bars) | CVD: +5,433 → +6,581 (z=3.00) | Resolution: single_direction | 0 bull / 2 bear divs | DD: $2,581,135,154 | Lookback: zone-revisit"
556,06-03-2026,Skew Charm,short,A,78,28:37.8,6753.45,,,,6743.45,10,,,,AG-TARGET,26.05,,-1,1.3,WIN,9.8,17.52,-19.1,79,target,,6743.93,,,,5665996026,84768431.52,2102266706,
555,06-03-2026,ES Absorption,bearish,B,39.7,35:08.2,6750.36,,6760.25,6766,6746,4.36,6855,6800,20.64,AG-TARGET,26.28,,-1,,LOSS,-12,7.5,-13.5,20,stop,,6772.25,,,1.4,5679354042,84229989.45,2047620957,"Pattern: Buy Absorption (T1) | Swings: H@6778.00 → H@6773.00 | CVD z: 0.88 | Price: 1.3x ATR | Rejected: Zone Sell Absorption (T1, score=24.6) | Resolution: score_tiebreak | 1 bull / 1 bear divs | DD: $4,579,285,298 | Lookback: swing (108 tracked)"
557,06-03-2026,ES Absorption,bearish,B,46.5,38:26.7,6761.97,,6769.75,6777,6738,23.97,6855,6800,15.03,AG-TARGET,25.75,,-1,,WIN,6.1,10.25,-8,28,target,,6767.5,,,1.9,5709664520,80042461.47,2078236180,"Pattern: Buy Absorption (T1) | Swings: H@6778.00 → H@6773.00 | CVD z: 1.74 | Price: 1.5x ATR | Rejected: Sell Absorption (T1, score=59.9) | Resolution: score_tiebreak | 2 bull / 1 bear divs | DD: $2,655,682,996 | Lookback: swing (112 tracked)"
558,06-03-2026,DD Exhaustion,short,A,70,46:12.2,6767.1,,,,,6767.1,,,,AG-TARGET,25.7,,-1,1.09,WIN,18.1,31.17,-5.45,59,target,,6740.93,,,,5758535383,81843250.73,2222348101,
559,06-03-2026,ES Absorption,bullish,C,24.1,53:26.4,6771.25,,6770.75,6770,6740,31.25,6855,6800,41.25,AG-TARGET,25.47,,1,,LOSS,-12,7,-15.75,21,stop,,6758.75,,,2.1,5758535383,81843250.73,2222348101,"Pattern: Zone Sell Absorption (T1) | Zone: 6773.75 → bar #487 (39 bars) | CVD: +8,200 → +7,664 (z=2.50) | Resolution: single_direction | 3 bull / 0 bear divs | DD: $2,420,048,467 | Lookback: zone-revisit"
560,06-03-2026,Skew Charm,short,A,73,59:38.4,6766,,,,6756,10,,,,AG-TARGET,25.84,,-1,1.4,WIN,9.2,16.48,-4.76,22,target,,6757.52,,,,5742284751,98201904.59,2201632278,
561,06-03-2026,ES Absorption,bullish,B,36.5,08:54.6,6755.15,,6769.5,6729,,6755.15,6855,6800,24.15,BOFA-LIS,26.37,,1,,WIN,7.9,13.75,-3.75,13,target,,6762.5,,,2.2,5733851369,94619829.23,2168090003,"Pattern: Sell Exhaustion (T2) | Swings: L@6762.50 → L@6760.25 | CVD z: 5.06 | Price: 0.7x ATR | Resolution: single_direction | 3 bull / 0 bear divs | DD: $2,838,623,798 | Lookback: swing (117 tracked)"
562,06-03-2026,ES Absorption,bullish,C,28.6,14:27.4,6754.1,,6757.5,6732,,6754.1,6845,6800,22.1,BOFA-LIS,26.42,,1,,WIN,7.6,13.25,-4.25,8,target,,6762.5,,,1.7,5750710449,88386946.05,2112775695,"Pattern: Sell Exhaustion (T2) | Swings: L@6762.50 → L@6760.25 | CVD z: 6.26 | Price: 0.6x ATR | Resolution: single_direction | 2 bull / 0 bear divs | DD: $3,124,532,284 | Lookback: swing (119 tracked)"
563,06-03-2026,DD Exhaustion,short,A+,87,18:39.1,6753.45,,,,,6753.45,,,,AG-TARGET,26.35,,-1,1.78,WIN,-1,17.52,-19.41,55,target,,6765.45,,,,5752299140,90244891.15,2120968513,
564,06-03-2026,ES Absorption,bullish,C,29.4,35:51.8,6753.01,,6765.5,6726,,6753.01,6855,6800,26.01,BOFA-LIS,26.55,,1,,LOSS,-12,0,-15.25,6,stop,,6743.5,,,1.7,5775241843,95350413.13,2200590791,"Pattern: Zone Sell Absorption (T1) | Zone: 6766.75 → bar #522 (14 bars) | CVD: +8,434 → +7,893 (z=3.53) | Resolution: single_direction | 2 bull / 0 bear divs | DD: $2,833,942,489 | Lookback: zone-revisit"
565,06-03-2026,Skew Charm,short,B,63,36:38.6,6748.07,,,,6738.07,10,,,,BofA-LIS,26.81,,-1,1.8,WIN,7.1,12.14,3.28,11,target,,6743.93,,,,5764303299,95392994.16,2136835404,
566,06-03-2026,ES Absorption,bullish,B,37.1,39:19.0,6742.51,,6744.5,6726,,6742.51,6805,6700,16.51,BOFA-LIS,27.11,,1,,WIN,7.5,13,-4.25,11,target,,6749.5,,,2.1,5756654021,93912846.13,2087770762,"Pattern: Sell Exhaustion (T2) | Swings: L@6762.50 → L@6760.25 | CVD z: 4.32 | Price: 0.6x ATR | Rejected: Zone Buy Absorption (T1, score=95.8) | Resolution: tier_priority | 1 bull / 1 bear divs | DD: $4,246,673,853 | Lookback: swing (125 tracked)"
567,06-03-2026,ES Absorption,bearish,B,48.2,44:15.2,6735.93,,6744,6725,,6735.93,6805,6700,10.93,BOFA-LIS,27.57,,-1,,LOSS,-12,0.25,-13.5,6,stop,,6756,,,1.8,5747001433,82011060.56,1981383463,"Pattern: Zone Buy Absorption (T1) | Zone: 6737.00 → bar #538 (151 bars) | CVD: +1,636 → +4,795 (z=14.13) | Resolution: single_direction | 0 bull / 1 bear divs | DD: $1,625,142,072 | Lookback: zone-revisit"
568,06-03-2026,DD Exhaustion,short,A+,75,48:46.1,6744.79,,,,,6744.79,,,,SIDIAL-EXTREME,27.2,,-1,2.44,LOSS,-12,0.25,-12.19,20,stop,,6756.79,,,,5734509325,86464919.74,1976675351,
569,06-03-2026,ES Absorption,bullish,C,30,02:45.4,6754.15,,6761.75,6720,,6754.15,6845,6750,34.15,BOFA-LIS,26.65,,1,,WIN,7.2,12.5,-10.25,10,target,,6766.25,,,2.2,5749828083,94752456.72,2049488370,"Pattern: Zone Sell Absorption (T1) | Zone: 6755.50 → bar #552 (21 bars) | CVD: +6,291 → +5,831 (z=1.59) | Resolution: single_direction | 1 bull / 0 bear divs | DD: $3,658,820,167 | Lookback: zone-revisit"
570,06-03-2026,Skew Charm,short,B,58,12:07.4,6759.83,,,,6749.83,10,,,,BofA-LIS,26.5,,-1,1.92,WIN,17.7,33.31,-13.3,148,target,,6734.52,,,,5749948223,92635774.14,2147426952,
571,06-03-2026,ES Absorption,bullish,C,18.4,13:37.3,6765.12,,6773.5,6717,,6765.12,6830,6800,48.12,BOFA-LIS,26.16,,1,,LOSS,-12,7,-12.5,23,stop,,6761.5,,,1.7,5749948223,92635774.14,2147426952,"Pattern: Zone Sell Absorption (T1) | Zone: 6765.50 → bar #563 (41 bars) | CVD: +7,893 → +7,516 (z=1.21) | Resolution: single_direction | 1 bull / 0 bear divs | DD: $723,171,124 | Lookback: zone-revisit"
572,06-03-2026,DD Exhaustion,short,A,69,30:08.4,6759.95,,,,,6759.95,,,,BofA-LIS,26.68,,-1,1.77,WIN,19.2,33.43,-11.12,129,target,,6731.52,,,,5774973710,119989196.1,2276377305,
573,06-03-2026,ES Absorption,bullish,C,18.4,32:59.6,6765.12,,6767,6714,,6765.12,6855,6800,51.12,BOFA-LIS,26.48,,1,,LOSS,-12,9.25,-13.75,100,stop,,6755,,,1.9,5770183594,119683666.8,2215503686,"Pattern: Zone Sell Absorption (T1) | Zone: 6766.75 → bar #582 (6 bars) | CVD: +6,729 → +6,324 (z=1.22) | Resolution: single_direction | 1 bull / 0 bear divs | DD: $1,315,047,120 | Lookback: zone-revisit"
574,06-03-2026,Skew Charm,short,B,58,48:39.9,6758.84,,,,6748.84,10,,,,GEX-PURE,26.85,,-1,2.08,WIN,17.2,32.32,-12.23,111,target,,6734.52,,,,5806146235,128539653.5,2227749957,
576,06-03-2026,DD Exhaustion,short,A+,75,04:39.3,6752.94,,,,,6752.94,,,,BofA-LIS,27.05,,1,2.31,LOSS,-12,0.36,-12.52,9,stop,,6764.94,,,,5810318457,121258439.1,2178455442,
575,06-03-2026,ES Absorption,bullish,C,25.9,17:58.1,6764.95,,6758,6718,,6764.95,6855,6750,54.95,BOFA-LIS,26.45,,1,,LOSS,-12,8.25,-14.75,55,stop,,6756,,,4,5819862170,124168702.7,2171571899,"Pattern: Sell Exhaustion (T2) | Swings: L@6758.50 → L@6755.50 | CVD z: 1.20 | Price: 1.0x ATR | Rejected: Buy Absorption (T1, score=33.7) | Resolution: tier_priority | 1 bull / 1 bear divs | DD: $1,787,534,842 | Lookback: swing (143 tracked)"
578,06-03-2026,Skew Charm,short,C,48,19:09.4,6760.25,,,,6750.25,10,,,,BofA-LIS,26.64,,-1,1.88,WIN,17.9,33.73,-10.82,80,target,,6734.52,,,,5858419109,119111151.8,2297083303,
579,06-03-2026,ES Absorption,bullish,C,33.2,44:02.1,6766.81,,6770.75,6709,,6766.81,6825,6750,54.81,BOFA-LIS,26.46,,1,,LOSS,-12,8.75,-14.25,36,stop,,6755.5,,,2.4,5850420261,109266551.2,2221427016,"Pattern: Sell Exhaustion (T2) | Swings: L@6758.50 → L@6755.50 | CVD z: 1.25 | Price: 1.0x ATR | Rejected: Zone Buy Absorption (T1, score=41.3) | Resolution: tier_priority | 1 bull / 3 bear divs | DD: $670,910,779 | Lookback: swing (150 tracked)"
580,06-03-2026,DD Exhaustion,short,A+,95,44:08.4,6765.55,,,,,6765.55,,,,BofA-LIS,26.46,,-1,2.02,WIN,22,39.03,-5.52,55,target,,6731.52,,,,5863766768,99057517,2309205030,
582,06-03-2026,Skew Charm,short,C,41,49:38.2,6757.72,,,,6747.72,10,,,,BofA-LIS,26.83,,-1,2.1,WIN,16.6,31.2,-13.35,50,target,,6734.52,,,,5878583429,105513075.9,2262641436,
577,06-03-2026,BofA Scalp,short,A+,90,02:08.3,6769.46,,,6765,6752.2,17.26,,,3.46,BofA-LIS,26.49,,-1,2.33,EXPIRED,-1.2,8.04,-3.52,30,timeout,6752.2,6777,6777,6752.2,,5815358467,119575748.7,2173168632,
581,06-03-2026,ES Absorption,bearish,B,43.8,07:03.1,6769.48,,6767,6712,,6769.48,6855,6750,2.48,BOFA-LIS,26.52,,-1,,WIN,7.4,12.75,-10.25,20,target,,6761.25,,,1.5,5864319313,101261272.1,2336932698,"Pattern: Buy Exhaustion (T2) | Swings: H@6772.75 → H@6775.25 | CVD z: 2.58 | Price: 0.8x ATR | Rejected: Zone Sell Absorption (T1, score=70.5) | Resolution: tier_priority | 2 bull / 3 bear divs | DD: $627,300,425 | Lookback: swing (153 tracked)"
583,06-03-2026,ES Absorption,bearish,B,38.2,13:00.4,6750.88,,6753.75,6764,,6750.88,6800,6750,13.12,BOFA-LIS,27.24,,-1,,WIN,7.4,12.75,-8,13,target,,6749,,,1.7,5830571175,68751235.84,2268885015,"Pattern: Buy Exhaustion (T2) | Swings: H@6775.25 → H@6778.75 | CVD z: 3.68 | Price: 1.2x ATR | Rejected: Zone Sell Absorption (T1, score=100.0) | Resolution: tier_priority | 1 bull / 2 bear divs | DD: $-47,611,603 | Lookback: swing (155 tracked)"
584,06-03-2026,DD Exhaustion,short,A+,75,16:08.2,6749.78,,,,,6749.78,,,,BofA-LIS,27.35,,-1,2.03,WIN,14.1,23.26,-5.91,23,target,,6731.52,,,,5889132608,87250784.78,2097184998,
586,06-03-2026,Skew Charm,short,C,46,19:38.6,6754.22,,,,6744.22,10,,,,BofA-LIS,27.25,,1,2.42,WIN,14.8,27.7,2.21,20,target,,6734.52,,,,5872303382,79885939.91,2130484617,
585,06-03-2026,ES Absorption,bullish,B,48.2,23:28.6,6743.84,,6757.75,6747,,6743.84,6655,6750,3.16,BOFA-LIS,27.62,,-1,,WIN,6.1,10.25,-1.25,4,target,,6746,,,1.7,5872303382,79885939.91,2130484617,"Pattern: exhaustion_reversal (T2) | Swings: H@6775.25 → H@6778.75 | CVD z: 3.67 | Price: 1.1x ATR | Resolution: single_direction | 2 bull / 0 bear divs | DD: $373,215,174 | Lookback: swing (156 tracked)"
587,06-03-2026,ES Absorption,bearish,B,48.2,27:56.9,6735.46,,6738.25,6724,,6735.46,6775,6750,11.46,BOFA-PURE,28.27,,-1,,LOSS,-12,5.75,-14.25,13,stop,,6750.25,,,1.5,5838127788,72843156.61,1991933884,"Pattern: Buy Exhaustion (T2) | Swings: H@6775.25 → H@6778.75 | CVD z: 3.42 | Price: 1.1x ATR | Rejected: Zone Sell Absorption (T1, score=100.0) | Resolution: tier_priority | 1 bull / 2 bear divs | DD: $2,244,684,368 | Lookback: swing (157 tracked)"
588,06-03-2026,ES Absorption,bullish,LOG,0,34:28.8,6732.33,,6740.25,6724,,6732.33,6655,6750,8.33,BOFA-PURE,28.63,,-1,,WIN,7.1,12.25,-7.75,6,target,,6744.5,,,2.6,5829776819,70301829.29,1917296939,"Pattern: exhaustion_reversal (T2) | Swings: H@6775.25 → H@6778.75 | CVD z: 3.19 | Price: 1.0x ATR | Resolution: single_direction | 2 bull / 0 bear divs | DD: $1,947,766,783 | Lookback: swing (157 tracked)"
589,06-03-2026,ES Absorption,bullish,LOG,0,50:00.3,6742.21,,6749.5,6727,,6742.21,6645,6750,16.21,BOFA-PURE,28.77,,-1,,EXPIRED,-3,2,-11,10,timeout,,6735.25,,,1.8,5791962190,67575783.81,1847758844,"Pattern: exhaustion_reversal (T2) | Swings: H@6775.25 → H@6778.75 | CVD z: 2.90 | Price: 1.0x ATR | Resolution: single_direction | 1 bull / 0 bear divs | DD: $2,607,955,036 | Lookback: swing (158 tracked)"
590,06-03-2026,ES Absorption,bearish,A,56.8,58:44.6,6743.17,,6740.75,6729,,6743.17,6655,6740,7.17,BOFA-PURE,29.48,,1,,EXPIRED,3.8,4.75,0,0,timeout,,6763.25,,,2.3,5762669403,48654375.31,1892782334,"Pattern: Buy Absorption (T1) | Swings: H@6762.75 → H@6752.50 | CVD z: 1.59 | Price: 2.8x ATR | Resolution: single_direction | 0 bull / 3 bear divs | DD: $-17,483,482 | Lookback: swing (162 tracked)"
591,09-03-2026,Skew Charm,long,B,63,45:38.5,6651.4,,,,6661.4,10,,,,BOFA-PURE,31.32,,3,0.75,WIN,10.1,18.18,-12.81,20,target,,6661.58,,,,5741264951,-148716527.9,778366974,
592,09-03-2026,BofA Scalp,short,A-Entry,65,04:11.4,6665.07,,,6662,6655.07,10,,,3.07,BofA-LIS,30.45,,-3,0.51,WIN,10,15.95,-4.51,2,10pt,6655.07,6674,6674,6655.07,,5657057637,-153658377,727731815.5,
593,09-03-2026,DD Exhaustion,long,A-Entry,49,04:12.1,6665.07,,,,,6665.07,,,,BofA-LIS,30.45,,3,0.51,LOSS,-12,4.51,-15.95,2,stop,,6653.07,,,,5657057637,-153658377,727731815.5,
594,09-03-2026,GEX Long,long,A,85,08:39.6,6643.89,,,6643,6671,27.11,6715,6650,0.89,GEX-LIS,31.5,,3,0.03,WIN,14,23.09,-7.85,17,target,,6661.98,,,,5737540430,-143523347.8,804265084.5,
595,09-03-2026,BofA Scalp,long,A-Entry,65,13:10.0,6636.26,,,6641,6646.26,10,,,4.74,BofA-LIS,31.8,,3,0.89,WIN,10,11.97,1.13,3,10pt,6646.26,6629,6629,6646.26,,5644375511,-157848695,675410348,
596,09-03-2026,Skew Charm,long,A,73,15:39.9,6645.93,,,,6655.93,10,,,,BofA-LIS,31.5,,3,0.89,WIN,11.5,21.05,-3.56,10,target,,6658.98,,,,5639763862,-172676666.9,577447330,
597,09-03-2026,Skew Charm,short,C,48,40:08.3,6672.72,,,,6662.72,10,,,,GEX-LIS,29.71,,-1,0.1,LOSS,-20,1.22,-20.78,15,stop,,6692.72,,,,6324760087,-121182880.8,849900685.2,
598,09-03-2026,DD Exhaustion,short,A-Entry,46,41:11.2,6672.59,,,,,6672.59,,,,GEX-LIS,29.82,,-1,0.1,LOSS,-12,0.87,-13.86,5,stop,,6684.59,,,,6356434870,-97650635.29,964851909.2,
599,09-03-2026,GEX Long,long,A,77,57:40.7,6690.15,,,6691,6789,98.85,6780,6700,0.85,GEX-LIS,28.69,,1,-1.47,WIN,9.9,14.88,-1.94,21,target,,6700.0298,,,,6456982018,-29962434.43,1309450966,
600,09-03-2026,BofA Scalp,long,A-Entry,65,08:38.5,6695.63,,,6691,6705.63,10,,,4.63,BOFA-PURE,28.34,,1,-1.53,WIN,10,10.23,-3.74,15,10pt,6705.63,6679,6679,6705.63,,6463472802,-7613167.07,1356243128,
601,09-03-2026,Paradigm Reversal,short,A-Entry,52.5,08:39.1,6695.63,,,6691,,6695.63,,,4.63,BOFA-PURE,28.34,,-1,-1.53,LOSS,-15,3.74,-15.45,18,stop,6685.63,6710.63,,,,6463472802,-7613167.07,1356243128,
602,09-03-2026,Skew Charm,short,C,43,14:09.1,6698.96,,,,6688.96,10,,,,GEX-LIS,28.17,,-1,-1.43,LOSS,-20,1.42,-25.07,72,stop,,6718.96,,,,6376074212,-83433907.43,1265533471,
603,09-03-2026,DD Exhaustion,short,A+,80,18:11.5,6703.27,,,,,6703.27,,,,BOFA-PURE,27.95,,-1,-1.71,LOSS,-12,5.73,-12.96,66,stop,,6715.27,,,,6376400611,-80286395.81,1287191005,
604,09-03-2026,Skew Charm,short,B,58,44:40.3,6698.45,,,,6688.45,10,,,,BOFA-PURE,28.09,,-1,-1.72,LOSS,-20,0.6,-25.58,42,stop,,6718.45,,,,6389530148,-69085624.82,1282644045,
605,09-03-2026,DD Exhaustion,short,A,62,50:41.3,6702.03,,,,,6702.03,,,,BOFA-PURE,27.78,,-1,-1.73,LOSS,-12,-1.45,-14.2,33,stop,,6714.03,,,,6413845119,-70497288.64,1350895588,
606,09-03-2026,Skew Charm,short,C,43,16:41.4,6710.86,,,,6700.86,10,,,,BOFA-PURE,27.51,,-1,-2.2,LOSS,-20,4.47,-20.12,26,stop,,6730.86,,,,6420526181,-65048321.69,1442591810,
607,09-03-2026,DD Exhaustion,short,A+,89,23:11.5,6706.39,,,,,6706.39,,,,BOFA-PURE,27.61,,-1,-2.32,LOSS,-12,-5.33,-17.64,3,stop,,6718.39,,,,6431140038,-67662935.47,1455414839,
608,09-03-2026,Skew Charm,short,C,48,51:08.5,6731.12,,,,6721.12,10,,,,BOFA-PURE,26.53,,-1,-2.99,WIN,19.8,37.62,-1.42,61,target,,6701.5,,,,6493224412,-107502024.5,1756955798,
609,09-03-2026,DD Exhaustion,short,A,62,55:11.2,6727.84,,,,,6727.84,,,,BOFA-PURE,26.62,,-1,-3.04,WIN,19.7,34.34,-3.29,51,target,,6698.5,,,,6499809847,-103360389,1716459874,
610,09-03-2026,Skew Charm,short,C,43,23:41.4,6704.89,,,,6694.89,10,,,,BOFA-PURE,27.75,,-1,-2.23,WIN,6.7,11.39,0.71,28,target,,6701.5,,,,6407496512,-101006457.7,1439596108,
