id,ts_et,trade_date,setup_name,direction,grade,paradigm,spot,lis,target,greek_alignment,overvix,vix,vix3m,vix_vix3m_ratio,outcome_result,outcome_pnl,outcome_max_profit,outcome_max_loss,d_has_context,d_apollo_am,d_apollo_pm,d_pro_bias,d_regime_tags,d_named_patterns,d_key_levels,d_bias_alignment,d_bias_score,d_apollo_paradigm_match,d_near_discord_level,d_align_score,d_align_strong,d_aligned,d_pat_backside_short,d_pat_fade_rally_undervix_exhaustion,d_pat_apollo_fade_call,d_pat_volatility_spike_pause_candidate,d_pat_dd_concentration_magnet,d_pat_darkmatter_vanna_walk,d_pat_108_orders_7300,d_pat_wizard_vix_warning,d_pat_jpm_collar_short,d_pat_apollo_iceberg_3k_seller_7430,d_pat_vanna_tower_sequential,d_pat_darkmatter_breadth,d_pat_gex_pure,d_pat_yahya_dealer_setup_long,d_pat_darkmatter_target,d_pat_never_under,d_pat_apollo_weekly_top_call_6650,d_pat_gap_day,d_reg_overvixed,d_reg_holiday_closed,d_reg_watch_vix,d_reg_undervixing,d_reg_overvixing,d_reg_dd_supportive,d_reg_undervixing_extreme,d_reg_rally,d_reg_negative_vanna_both_weeks,d_reg_geopolitical_overnight_gap,d_reg_breadth_divergence_warning,d_reg_gap_up_3pct,d_reg_trump_iran_headline,d_reg_overvixed_choppy,d_reg_vanna_supportive_pm,d_reg_slightly_overvixing,d_reg_ceasefire_pop,d_reg_large_neg_dd,d_reg_selloff,d_reg_vol_elevated,d_reg_flow_divergence_warning,d_reg_negative_vanna_tenors,d_reg_dd_neutral_pm
1684,2026-04-08 14:44:50.846206,2026-04-08,GEX Long,LONG,A,GEX-PURE,6764.73,6764.0,6802.0,1,-1.33,21.71,23.020000457763672,0.9430929438873289,LOSS,-8.0,2.07,-8.82,1,GEX,GEX,bearish_fade_rally,"undervixing_extreme,gap_up_3pct",fade_rally_undervix_exhaustion,"[6720, 6770, 6790, 6810]",opposed,-2,1,1,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1685,2026-04-08 15:03:13.835322,2026-04-08,DD Exhaustion,LONG,A,GEX-LIS,6757.97,,,1,-1.35,21.77,23.149999618530273,0.940388784394378,WIN,15.3,20.65,-0.13,1,GEX,GEX,bearish_fade_rally,"undervixing_extreme,gap_up_3pct",fade_rally_undervix_exhaustion,"[6720, 6770, 6790, 6810]",opposed,-2,1,0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1686,2026-04-08 15:04:44.706828,2026-04-08,DD Exhaustion,SHORT,A,GEX-LIS,6756.07,,,1,-1.34,21.78,23.100000381469727,0.9428571272869503,LOSS,-12.0,-1.77,-12.57,1,GEX,GEX,bearish_fade_rally,"undervixing_extreme,gap_up_3pct",fade_rally_undervix_exhaustion,"[6720, 6770, 6790, 6810]",aligned,-2,1,0,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1687,2026-04-08 15:17:35.118224,2026-04-08,ES Absorption,BULLISH,A,GEX-PURE,6765.84,6767.0,6790.0,1,-1.49,21.43,22.8799991607666,0.9366259084811077,WIN,10.0,10.25,-6.25,1,GEX,GEX,bearish_fade_rally,"undervixing_extreme,gap_up_3pct",fade_rally_undervix_exhaustion,"[6720, 6770, 6790, 6810]",no_bias,-2,1,1,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1688,2026-04-08 15:17:55.790110,2026-04-08,GEX Long,LONG,A,GEX-PURE,6763.68,6767.0,6790.0,1,-1.47,21.48,22.8799991607666,0.9388112232465793,WIN,12.5,14.94,-5.07,1,GEX,GEX,bearish_fade_rally,"undervixing_extreme,gap_up_3pct",fade_rally_undervix_exhaustion,"[6720, 6770, 6790, 6810]",opposed,-2,1,1,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1689,2026-04-08 15:17:55.807439,2026-04-08,Skew Charm,SHORT,A,GEX-PURE,6763.68,,6753.68,-1,-1.47,21.48,22.8799991607666,0.9388112232465793,LOSS,-14.0,5.07,-14.02,1,GEX,GEX,bearish_fade_rally,"undervixing_extreme,gap_up_3pct",fade_rally_undervix_exhaustion,"[6720, 6770, 6790, 6810]",aligned,-2,1,1,3.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1690,2026-04-08 15:57:08.556228,2026-04-08,ES Absorption,BULLISH,B,GEX-PURE,6777.54,6776.0,6786.0,-1,-1.51,21.23,22.75,0.9331868131868132,EXPIRED,-0.8,0.25,-0.75,1,GEX,GEX,bearish_fade_rally,"undervixing_extreme,gap_up_3pct",fade_rally_undervix_exhaustion,"[6720, 6770, 6790, 6810]",no_bias,-2,1,1,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1691,2026-04-09 09:45:47.421993,2026-04-09,Skew Charm,SHORT,A,GEX-TARGET,6778.0,,6768.0,1,-1.9,20.86,22.709999084472656,0.9185381259774007,WIN,7.8,12.78,-1.51,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,2026-04-09 10:00:19.771333,2026-04-09,DD Exhaustion,SHORT,A,GEX-PURE,6777.35,,,1,-1.82,20.93,22.75,0.92,LOSS,-1.0,15.8,-12.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,2026-04-09 10:03:44.509921,2026-04-09,ES Absorption,BULLISH,A,GEX-PURE,6773.66,6770.0,6794.0,-1,-1.8,20.97,22.780000686645508,0.9205443093903592,LOSS,-8.0,3.25,-8.25,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,2026-04-09 10:21:47.335023,2026-04-09,Skew Charm,SHORT,A+,GEX-PURE,6769.72,,6759.72,1,-1.8,20.96,22.84000015258789,0.9176882600688215,LOSS,-14.0,8.17,-14.32,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,2026-04-09 10:32:49.204483,2026-04-09,DD Exhaustion,SHORT,A,GEX-PURE,6764.58,,,1,-1.72,21.05,22.760000228881836,0.9248681805059084,LOSS,-12.0,3.03,-13.41,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,2026-04-09 10:51:48.647241,2026-04-09,Skew Charm,SHORT,A+,GEX-PURE,6774.07,,6764.07,1,-1.78,20.81,22.639999389648438,0.9191696360873066,LOSS,-14.0,3.34,-14.03,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,2026-04-09 11:03:50.911056,2026-04-09,ES Absorption,BULLISH,A,GEX-PURE,6774.29,6766.0,6791.0,-1,-1.76,20.72,22.510000228881836,0.9204797774019946,WIN,10.0,10.75,-7.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,2026-04-09 11:04:17.659464,2026-04-09,VIX Divergence,LONG,A+,,6770.73,,6870.73,0,-1.79,20.77,22.530000686645508,0.9218819071013729,WIN,23.4,31.4,1.4,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,2026-04-09 11:36:13.029042,2026-04-09,ES Absorption,BEARISH,A,,6799.13,,,-2,-1.94,20.3,22.190000534057617,0.9148264764051353,LOSS,-8.0,5.0,-10.25,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,2026-04-09 11:45:10.620324,2026-04-09,ES Absorption,BULLISH,A,,6798.87,,,2,-1.87,20.32,22.18000030517578,0.9161406546625817,WIN,10.0,10.0,-2.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,2026-04-09 12:53:19.982475,2026-04-09,Vanna Pivot Bounce,LONG,B,,6823.5,,6833.5,2,-1.95,19.9,21.899999618530273,0.9086758149147175,WIN,10.0,10.02,-2.08,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,2026-04-09 13:17:52.539807,2026-04-09,ES Absorption,BULLISH,A,,6830.36,,,2,-1.99,19.76,21.799999237060547,0.9064220500708782,WIN,10.0,10.0,-5.5,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,2026-04-09 13:21:49.283299,2026-04-09,AG Short,SHORT,A,AG-LIS,6830.78,6844.0,6808.0,-1,-2.01,19.76,21.739999771118164,0.9089236526235563,WIN,11.2,17.49,-4.53,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,2026-04-09 13:21:53.081654,2026-04-09,DD Exhaustion,LONG,B,AG-LIS,6830.78,,,1,-2.01,19.76,21.739999771118164,0.9089236526235563,LOSS,-12.0,4.53,-17.49,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,2026-04-09 13:21:53.090036,2026-04-09,Skew Charm,LONG,B,AG-LIS,6830.78,,6840.78,1,-2.01,19.76,21.739999771118164,0.9089236526235563,LOSS,-14.0,4.53,-17.49,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,2026-04-09 13:40:49.268798,2026-04-09,Vanna Pivot Bounce,SHORT,B,,6834.73,,6824.73,-2,-2.03,19.69,21.739999771118164,0.9057037813845054,WIN,10.0,12.81,-0.58,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,2026-04-09 14:01:22.104796,2026-04-09,ES Absorption,BULLISH,A,,6828.19,,,2,-1.97,19.78,21.739999771118164,0.9098436158347138,LOSS,-8.0,2.0,-10.75,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,2026-04-09 15:09:01.619468,2026-04-09,ES Absorption,BULLISH,A,,6821.12,,,2,-1.84,19.77,21.799999237060547,0.9068807656832621,EXPIRED,0.8,8.25,-3.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,2026-04-09 15:10:19.194677,2026-04-09,Paradigm Reversal,LONG,A-Entry,BOFA-PURE,6825.12,6822.0,,1,-2.06,19.69,21.760000228881836,0.904871314011553,EXPIRED,-0.6,4.91,-4.55,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,2026-04-09 15:10:19.203455,2026-04-09,DD Exhaustion,SHORT,B,BOFA-PURE,6825.12,,,-1,-2.06,19.69,21.760000228881836,0.904871314011553,EXPIRED,0.6,4.55,-4.91,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,2026-04-09 15:11:48.948624,2026-04-09,BofA Scalp,LONG,A-Entry,BOFA-PURE,6826.06,6822.0,6836.06,1,-2.07,19.66,21.760000228881836,0.9034926375554663,EXPIRED,-1.0,3.86,-5.49,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,2026-04-09 15:17:19.097595,2026-04-09,Skew Charm,SHORT,C,AG-LIS,6823.87,,6813.87,-1,-2.07,19.74,21.760000228881836,0.9071691081050307,EXPIRED,-0.7,3.3,-6.16,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,2026-04-09 15:17:20.856963,2026-04-09,SB Absorption,BEARISH,B,AG-LIS,6823.87,6843.0,,0,-2.07,19.74,21.760000228881836,0.9071691081050307,LOSS,-8.0,1.75,-8.75,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,2026-04-10 09:45:17.433728,2026-04-10,Skew Charm,SHORT,A+,GEX-TARGET,6833.73,,6823.73,-1,-2.51,19.04,21.6200008392334,0.8806660157685322,WIN,5.3,10.27,0.51,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,2026-04-10 10:02:20.206479,2026-04-10,Skew Charm,LONG,A,GEX-TARGET,6826.63,,6836.63,3,-2.51,19.1,21.6200008392334,0.8834412238014163,WIN,10.3,15.28,-1.22,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,2026-04-10 10:04:49.413711,2026-04-10,DD Exhaustion,LONG,LOG,GEX-TARGET,6829.98,,,3,-2.56,18.96,21.56999969482422,0.8789986216156278,LOSS,-1.0,14.24,-12.03,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,2026-04-10 10:10:19.583029,2026-04-10,Paradigm Reversal,SHORT,A-Entry,SIDIAL-EXTREME,6828.07,6831.0,,-3,-2.49,19.07,21.559999465942383,0.884508370704009,LOSS,-15.0,2.66,-16.15,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,2026-04-10 10:29:50.842744,2026-04-10,ES Absorption,BEARISH,A+,GEX-TARGET,6839.39,6830.0,6854.0,-3,-2.53,18.87,21.40999984741211,0.881363854950278,WIN,10.0,10.5,-3.75,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,2026-04-10 10:35:17.608763,2026-04-10,Skew Charm,LONG,A+,SIDIAL-EXTREME,6838.44,,6848.44,3,-2.51,18.92,21.40999984741211,0.8836992122765904,LOSS,-14.0,5.78,-14.71,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,2026-04-10 10:35:51.166644,2026-04-10,DD Exhaustion,LONG,C,SIDIAL-EXTREME,6840.54,,,3,-2.51,18.93,21.40999984741211,0.8841662837418528,LOSS,-12.0,3.68,-12.97,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,2026-04-10 10:39:49.333908,2026-04-10,Vanna Pivot Bounce,SHORT,A,,6838.34,,6828.34,-3,-2.55,18.89,21.459999084472656,0.880242348829727,WIN,10.0,10.77,-5.88,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,2026-04-10 10:51:49.238284,2026-04-10,VIX Divergence,SHORT,A+,SIDIAL-EXTREME,6834.82,,6734.82,-3,-2.47,19.13,21.56999969482422,0.8868799383706202,WIN,13.9,18.9,10.2,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,2026-04-10 10:55:19.175883,2026-04-10,Vanna Pivot Bounce,SHORT,B,,6831.78,,6821.78,-3,-2.43,19.24,21.6299991607666,0.8895053512021542,LOSS,-8.0,0.13,-8.35,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,2026-04-10 11:07:49.546254,2026-04-10,DD Exhaustion,LONG,B,SIDIAL-EXTREME,6836.88,,,3,-2.48,19.16,21.639999389648438,0.8853974371720753,LOSS,-12.0,7.34,-13.15,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,2026-04-10 11:08:17.536559,2026-04-10,Skew Charm,LONG,A+,SIDIAL-EXTREME,6836.58,,6846.58,3,-2.48,19.15,21.639999389648438,0.8849353299501691,LOSS,-14.0,7.64,-15.13,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,2026-04-10 11:10:47.502280,2026-04-10,Vanna Pivot Bounce,SHORT,B,,6837.13,,6827.13,-3,-2.49,19.14,21.6200008392334,0.8852913624900056,WIN,10.0,10.88,-7.09,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,2026-04-10 11:15:37.253608,2026-04-10,ES Absorption,BEARISH,A,SIDIAL-EXTREME,6840.88,6814.0,,-3,-2.52,19.08,21.6200008392334,0.8825161544571215,WIN,10.0,10.5,-2.75,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,2026-04-10 11:26:17.423859,2026-04-10,Vanna Pivot Bounce,SHORT,B,,6839.39,,6829.39,-3,-2.54,19.08,21.610000610351562,0.8829245470201583,WIN,10.0,10.33,0.88,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,2026-04-10 11:39:30.744544,2026-04-10,ES Absorption,BULLISH,A,SIDIAL-EXTREME,6829.81,6813.0,,3,-2.39,19.48,21.829999923706055,0.8923499802144251,LOSS,-8.0,2.5,-8.5,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,2026-04-10 11:41:17.474063,2026-04-10,Skew Charm,LONG,A+,SIDIAL-EXTREME,6825.25,,6835.25,3,-2.33,19.63,21.8799991607666,0.8971663963862889,LOSS,-14.0,4.33,-14.71,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,2026-04-10 11:41:51.250550,2026-04-10,Vanna Pivot Bounce,SHORT,B,,6826.92,,6816.92,-3,-2.34,19.61,21.8799991607666,0.8962523195687788,WIN,10.0,10.21,-2.66,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,2026-04-10 11:43:49.275673,2026-04-10,DD Exhaustion,LONG,B,SIDIAL-EXTREME,6827.04,,,3,-2.36,19.58,21.950000762939453,0.8920273038467961,LOSS,-12.0,2.54,-12.34,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,2026-04-10 11:57:17.621712,2026-04-10,BofA Scalp,LONG,A-Entry,BOFA-PURE,6816.71,6815.0,6826.71,3,-2.13,20.05,22.110000610351562,0.9068294638858082,EXPIRED,2.4,7.66,-2.25,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,2026-04-10 12:10:26.122080,2026-04-10,SB2 Absorption,BULLISH,B,BOFA-PURE,6817.35,,,2,-2.18,19.96,22.1299991607666,0.9019430979186973,LOSS,-10.0,5.0,10.8,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,2026-04-10 12:13:47.441567,2026-04-10,BofA Scalp,SHORT,A,BOFA-PURE,6823.89,6819.0,6813.89,-3,-2.27,19.77,22.09000015258789,0.8949750956739537,WIN,10.0,10.03,-0.48,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,2026-04-10 12:20:16.955677,2026-04-10,SB2 Absorption,BEARISH,B,BOFA-PURE,6821.25,,,-2,-2.25,19.78,22.030000686645508,0.8978665176343164,EXPIRED,-0.2,12.0,4.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,2026-04-10 12:21:49.434430,2026-04-10,DD Exhaustion,LONG,C,BOFA-PURE,6818.94,,,3,-2.23,19.83,22.030000686645508,0.9001361498831391,EXPIRED,-5.6,4.44,-10.48,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,2026-04-10 12:27:47.484044,2026-04-10,Skew Charm,LONG,B,BOFA-PURE,6818.9,,6828.9,3,-2.21,19.83,22.020000457763672,0.9005449404070499,EXPIRED,-5.5,4.48,-10.44,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,2026-04-10 12:56:47.495156,2026-04-10,BofA Scalp,SHORT,A-Entry,BOFA-PURE,6817.89,6819.0,6807.89,-3,-2.09,19.92,21.989999771118164,0.9058663122936037,EXPIRED,3.8,7.41,-0.96,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,2026-04-10 13:03:17.576771,2026-04-10,Skew Charm,LONG,B,BOFA-PURE,6813.0,,6823.0,1,-2.02,20.09,22.040000915527344,0.9115244630433044,WIN,5.4,10.38,-4.54,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,2026-04-10 13:12:19.072098,2026-04-10,DD Exhaustion,LONG,B,BOFA-PURE,6811.69,,,1,-1.99,20.15,22.1299991607666,0.9105287286103081,WIN,5.8,11.69,-3.23,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,2026-04-10 13:35:19.553278,2026-04-10,Skew Charm,LONG,A,BOFA-PURE,6812.7,,6822.7,1,-1.98,20.2,22.170000076293945,0.9111411786416529,WIN,5.7,10.68,-1.45,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
